PPID,EFFDT,EXPDT,FEATURECD,QSECT,CONV,PSECTPPID,PSECT,PTWPPPID,PTWP,PRGE,PMER
105817093,20000916,,OQSECPPID,SW,400,104105674,10,103005674,4,8,3
105817094,20000916,,OQSECPPID,NW,200,104105674,10,103005674,4,8,3
105817095,20000916,,OQSECPPID,NE,100,104105674,10,103005674,4,8,3
105817092,20000916,,OQSECPPID,SE,300,104105674,10,103005674,4,8,3
105817089,20000916,,OQSECPPID,SW,400,104095674,9,103005674,4,8,3
105817090,20000916,,OQSECPPID,NW,200,104095674,9,103005674,4,8,3
105817088,20000916,,OQSECPPID,SE,300,104095674,9,103005674,4,8,3
105817091,20000916,,OQSECPPID,NE,100,104095674,9,103005674,4,8,3
105817086,20000916,,OQSECPPID,NW,200,104085674,8,103005674,4,8,3
105817087,20000916,,OQSECPPID,NE,100,104085674,8,103005674,4,8,3
105817084,20000916,,OQSECPPID,SE,300,104085674,8,103005674,4,8,3
105817085,20000916,,OQSECPPID,SW,400,104085674,8,103005674,4,8,3
105817106,20000916,,OQSECPPID,NW,200,104135674,13,103005674,4,8,3
105817104,20000916,,OQSECPPID,SE,300,104135674,13,103005674,4,8,3
105817107,20000916,,OQSECPPID,NE,100,104135674,13,103005674,4,8,3
105817105,20000916,,OQSECPPID,SW,400,104135674,13,103005674,4,8,3
105817108,20000916,,OQSECPPID,SE,300,104145674,14,103005674,4,8,3
105817111,20000916,,OQSECPPID,NE,100,104145674,14,103005674,4,8,3
105817109,20000916,,OQSECPPID,SW,400,104145674,14,103005674,4,8,3
105817110,20000916,,OQSECPPID,NW,200,104145674,14,103005674,4,8,3
105817148,20000916,,OQSECPPID,SE,300,104245674,24,103005674,4,8,3
105817149,20000916,,OQSECPPID,SW,400,104245674,24,103005674,4,8,3
105817151,20000916,,OQSECPPID,NE,100,104245674,24,103005674,4,8,3
105817150,20000916,,OQSECPPID,NW,200,104245674,24,103005674,4,8,3
105817147,20000916,,OQSECPPID,NE,100,104235674,23,103005674,4,8,3
105817145,20000916,,OQSECPPID,SW,400,104235674,23,103005674,4,8,3
105817146,20000916,,OQSECPPID,NW,200,104235674,23,103005674,4,8,3
105817144,20000916,,OQSECPPID,SE,300,104235674,23,103005674,4,8,3
105817172,20011229,,OQSECPPID,SE,300,104305674,30,103005674,4,8,3
105817174,20000916,,OQSECPPID,NW,200,104305674,30,103005674,4,8,3
105817175,20000916,,OQSECPPID,NE,100,104305674,30,103005674,4,8,3
105817173,20011229,,OQSECPPID,SW,400,104305674,30,103005674,4,8,3
105817153,20000916,,OQSECPPID,SW,400,104255674,25,103005674,4,8,3
105817155,20000916,,OQSECPPID,NE,100,104255674,25,103005674,4,8,3
105817152,20000916,,OQSECPPID,SE,300,104255674,25,103005674,4,8,3
105817154,20000916,,OQSECPPID,NW,200,104255674,25,103005674,4,8,3
105817159,20000916,,OQSECPPID,NE,100,104265674,26,103005674,4,8,3
105817157,20000916,,OQSECPPID,SW,400,104265674,26,103005674,4,8,3
105817158,20000916,,OQSECPPID,NW,200,104265674,26,103005674,4,8,3
105817156,20000916,,OQSECPPID,SE,300,104265674,26,103005674,4,8,3
105817199,20000916,,OQSECPPID,NE,100,104365674,36,103005674,4,8,3
105817197,20000916,,OQSECPPID,SW,400,104365674,36,103005674,4,8,3
105817198,20000916,,OQSECPPID,NW,200,104365674,36,103005674,4,8,3
105817196,20000916,,OQSECPPID,SE,300,104365674,36,103005674,4,8,3
105817194,20000916,,OQSECPPID,NW,200,104355674,35,103005674,4,8,3
105817192,20000916,,OQSECPPID,SE,300,104355674,35,103005674,4,8,3
105817195,20000916,,OQSECPPID,NE,100,104355674,35,103005674,4,8,3
105817193,20000916,,OQSECPPID,SW,400,104355674,35,103005674,4,8,3
105817189,20000916,,OQSECPPID,SW,400,104345674,34,103005674,4,8,3
105817191,20000916,,OQSECPPID,NE,100,104345674,34,103005674,4,8,3
105817188,20000916,,OQSECPPID,SE,300,104345674,34,103005674,4,8,3
105817190,20000916,,OQSECPPID,NW,200,104345674,34,103005674,4,8,3
105817187,20000916,,OQSECPPID,NE,100,104335674,33,103005674,4,8,3
105817184,20000916,,OQSECPPID,SE,300,104335674,33,103005674,4,8,3
105817186,20000916,,OQSECPPID,NW,200,104335674,33,103005674,4,8,3
105817185,20000916,,OQSECPPID,SW,400,104335674,33,103005674,4,8,3
105817169,20000916,,OQSECPPID,SW,400,104295674,29,103005674,4,8,3
105817168,20000916,,OQSECPPID,SE,300,104295674,29,103005674,4,8,3
105817170,20000916,,OQSECPPID,NW,200,104295674,29,103005674,4,8,3
105817171,20000916,,OQSECPPID,NE,100,104295674,29,103005674,4,8,3
105816959,20000916,,OQSECPPID,NE,100,104125673,12,103005673,3,8,3
105816956,20000916,,OQSECPPID,SE,300,104125673,12,103005673,3,8,3
105816957,20000916,,OQSECPPID,SW,400,104125673,12,103005673,3,8,3
105816958,20000916,,OQSECPPID,NW,200,104125673,12,103005673,3,8,3
105816955,20000916,,OQSECPPID,NE,100,104115673,11,103005673,3,8,3
105816952,20000916,,OQSECPPID,SE,300,104115673,11,103005673,3,8,3
105816953,20000916,,OQSECPPID,SW,400,104115673,11,103005673,3,8,3
105816954,20000916,,OQSECPPID,NW,200,104115673,11,103005673,3,8,3
105816960,20000916,,OQSECPPID,SE,300,104135673,13,103005673,3,8,3
105816963,20000916,,OQSECPPID,NE,100,104135673,13,103005673,3,8,3
105816961,20000916,,OQSECPPID,SW,400,104135673,13,103005673,3,8,3
105816962,20000916,,OQSECPPID,NW,200,104135673,13,103005673,3,8,3
105816964,20000916,,OQSECPPID,SE,300,104145673,14,103005673,3,8,3
105816966,20000916,,OQSECPPID,NW,200,104145673,14,103005673,3,8,3
105816967,20000916,,OQSECPPID,NE,100,104145673,14,103005673,3,8,3
105816965,20000916,,OQSECPPID,SW,400,104145673,14,103005673,3,8,3
105817004,20000916,,OQSECPPID,SE,300,104245673,24,103005673,3,8,3
105817007,20000916,,OQSECPPID,NE,100,104245673,24,103005673,3,8,3
105817006,20000916,,OQSECPPID,NW,200,104245673,24,103005673,3,8,3
105817005,20000916,,OQSECPPID,SW,400,104245673,24,103005673,3,8,3
105817001,20000916,,OQSECPPID,SW,400,104235673,23,103005673,3,8,3
105817000,20000916,,OQSECPPID,SE,300,104235673,23,103005673,3,8,3
105817002,20000916,,OQSECPPID,NW,200,104235673,23,103005673,3,8,3
105817003,20000916,,OQSECPPID,NE,100,104235673,23,103005673,3,8,3
105817011,20000916,,OQSECPPID,NE,100,104255673,25,103005673,3,8,3
105817010,20000916,,OQSECPPID,NW,200,104255673,25,103005673,3,8,3
105817008,20000916,,OQSECPPID,SE,300,104255673,25,103005673,3,8,3
105817009,20000916,,OQSECPPID,SW,400,104255673,25,103005673,3,8,3
105817013,20000916,,OQSECPPID,SW,400,104265673,26,103005673,3,8,3
105817014,20000916,,OQSECPPID,NW,200,104265673,26,103005673,3,8,3
105817015,20000916,,OQSECPPID,NE,100,104265673,26,103005673,3,8,3
105817012,20000916,,OQSECPPID,SE,300,104265673,26,103005673,3,8,3
105817016,20000916,,OQSECPPID,SE,300,104275673,27,103005673,3,8,3
105817018,20000916,,OQSECPPID,NW,200,104275673,27,103005673,3,8,3
105817017,20000916,,OQSECPPID,SW,400,104275673,27,103005673,3,8,3
105817019,20000916,,OQSECPPID,NE,100,104275673,27,103005673,3,8,3
105817053,20000916,,OQSECPPID,SW,400,104365673,36,103005673,3,8,3
105817055,20000916,,OQSECPPID,NE,100,104365673,36,103005673,3,8,3
105817054,20000916,,OQSECPPID,NW,200,104365673,36,103005673,3,8,3
105817052,20000916,,OQSECPPID,SE,300,104365673,36,103005673,3,8,3
105817050,20000916,,OQSECPPID,NW,200,104355673,35,103005673,3,8,3
105817048,20000916,,OQSECPPID,SE,300,104355673,35,103005673,3,8,3
105817049,20000916,,OQSECPPID,SW,400,104355673,35,103005673,3,8,3
105817051,20000916,,OQSECPPID,NE,100,104355673,35,103005673,3,8,3
105817045,20000916,,OQSECPPID,SW,400,104345673,34,103005673,3,8,3
105817047,20000916,,OQSECPPID,NE,100,104345673,34,103005673,3,8,3
105817046,20000916,,OQSECPPID,NW,200,104345673,34,103005673,3,8,3
105817044,20000916,,OQSECPPID,SE,300,104345673,34,103005673,3,8,3
105836588,20000911,,OQSECPPID,SE,300,104245809,24,103005809,4,9,3
105836590,20000911,,OQSECPPID,NW,200,104245809,24,103005809,4,9,3
105836589,20000911,,OQSECPPID,SW,400,104245809,24,103005809,4,9,3
105836591,20000911,,OQSECPPID,NE,100,104245809,24,103005809,4,9,3
105817131,20160624,,OQSECPPID,NE,100,104195674,19,103005674,4,8,3
105817129,20000916,,OQSECPPID,SW,400,104195674,19,103005674,4,8,3
105817128,20000916,,OQSECPPID,SE,300,104195674,19,103005674,4,8,3
105817130,20160624,,OQSECPPID,NW,200,104195674,19,103005674,4,8,3
105817135,20000916,,OQSECPPID,NE,100,104205674,20,103005674,4,8,3
105817132,20000916,,OQSECPPID,SE,300,104205674,20,103005674,4,8,3
105817133,20000916,,OQSECPPID,SW,400,104205674,20,103005674,4,8,3
105817134,20011229,,OQSECPPID,NW,200,104205674,20,103005674,4,8,3
105797927,20000909,,OQSECPPID,NE,100,104065541,6,103005541,6,7,3
105797926,20000909,,OQSECPPID,NW,200,104065541,6,103005541,6,7,3
105797925,20000909,,OQSECPPID,SW,400,104065541,6,103005541,6,7,3
105797924,20000909,,OQSECPPID,SE,300,104065541,6,103005541,6,7,3
105797928,20000909,,OQSECPPID,SE,300,104075541,7,103005541,6,7,3
105797929,20000909,,OQSECPPID,SW,400,104075541,7,103005541,6,7,3
105797931,20000909,,OQSECPPID,NE,100,104075541,7,103005541,6,7,3
105797930,20000909,,OQSECPPID,NW,200,104075541,7,103005541,6,7,3
105797972,20000909,,OQSECPPID,SE,300,104185541,18,103005541,6,7,3
105797974,20000909,,OQSECPPID,NW,200,104185541,18,103005541,6,7,3
105797973,20000909,,OQSECPPID,SW,400,104185541,18,103005541,6,7,3
105797975,20000909,,OQSECPPID,NE,100,104185541,18,103005541,6,7,3
105836545,20000911,,OQSECPPID,SW,400,104135809,13,103005809,4,9,3
105836546,20000911,,OQSECPPID,NW,200,104135809,13,103005809,4,9,3
105836547,20000911,,OQSECPPID,NE,100,104135809,13,103005809,4,9,3
105836544,20000911,,OQSECPPID,SE,300,104135809,13,103005809,4,9,3
105817122,20000916,,OQSECPPID,NW,200,104175674,17,103005674,4,8,3
105817123,20000916,,OQSECPPID,NE,100,104175674,17,103005674,4,8,3
105817120,20000916,,OQSECPPID,SE,300,104175674,17,103005674,4,8,3
105817121,20000916,,OQSECPPID,SW,400,104175674,17,103005674,4,8,3
105797828,20000908,,OQSECPPID,SE,300,104185540,18,103005540,5,7,3
105797830,20000908,,OQSECPPID,NW,200,104185540,18,103005540,5,7,3
105797829,20000908,,OQSECPPID,SW,400,104185540,18,103005540,5,7,3
105797831,20000908,,OQSECPPID,NE,100,104185540,18,103005540,5,7,3
105797835,20000908,,OQSECPPID,NE,100,104195540,19,103005540,5,7,3
105797834,20000908,,OQSECPPID,NW,200,104195540,19,103005540,5,7,3
105797832,20000908,,OQSECPPID,SE,300,104195540,19,103005540,5,7,3
105797833,20000908,,OQSECPPID,SW,400,104195540,19,103005540,5,7,3
105797878,20000908,,OQSECPPID,NW,200,104305540,30,103005540,5,7,3
105797876,20000908,,OQSECPPID,SE,300,104305540,30,103005540,5,7,3
105797877,20000908,,OQSECPPID,SW,400,104305540,30,103005540,5,7,3
105797879,20000908,,OQSECPPID,NE,100,104305540,30,103005540,5,7,3
105797883,20000908,,OQSECPPID,NE,100,104315540,31,103005540,5,7,3
105797880,20000908,,OQSECPPID,SE,300,104315540,31,103005540,5,7,3
105797882,20000908,,OQSECPPID,NW,200,104315540,31,103005540,5,7,3
105797881,20000908,,OQSECPPID,SW,400,104315540,31,103005540,5,7,3
105817124,20000916,,OQSECPPID,SE,300,104185674,18,103005674,4,8,3
105817125,20000916,,OQSECPPID,SW,400,104185674,18,103005674,4,8,3
105817127,20000916,,OQSECPPID,NE,100,104185674,18,103005674,4,8,3
105817126,20000916,,OQSECPPID,NW,200,104185674,18,103005674,4,8,3
105836666,20000925,,OQSECPPID,NW,200,104075810,7,103005810,5,9,3
105836667,20000925,,OQSECPPID,NE,100,104075810,7,103005810,5,9,3
105836665,20000925,,OQSECPPID,SW,400,104075810,7,103005810,5,9,3
105836664,20000925,,OQSECPPID,SE,300,104075810,7,103005810,5,9,3
105836671,20000925,,OQSECPPID,NE,100,104085810,8,103005810,5,9,3
105836669,20000925,,OQSECPPID,SW,400,104085810,8,103005810,5,9,3
105836668,20000925,,OQSECPPID,SE,300,104085810,8,103005810,5,9,3
105836670,20000925,,OQSECPPID,NW,200,104085810,8,103005810,5,9,3
105836662,20000925,,OQSECPPID,NW,200,104065810,6,103005810,5,9,3
105836661,20000925,,OQSECPPID,SW,400,104065810,6,103005810,5,9,3
105836660,20160624,,OQSECPPID,SE,300,104065810,6,103005810,5,9,3
105836663,20160624,,OQSECPPID,NE,100,104065810,6,103005810,5,9,3
105836619,20000911,,OQSECPPID,NE,100,104315809,31,103005809,4,9,3
105836617,20000911,,OQSECPPID,SW,400,104315809,31,103005809,4,9,3
105836618,20000911,,OQSECPPID,NW,200,104315809,31,103005809,4,9,3
105836616,20000911,,OQSECPPID,SE,300,104315809,31,103005809,4,9,3
105816628,20000915,,OQSECPPID,SE,300,104025671,2,103005671,1,8,3
105816629,20000915,,OQSECPPID,SW,400,104025671,2,103005671,1,8,3
105816630,20000915,,OQSECPPID,NW,200,104025671,2,103005671,1,8,3
105816631,20000915,,OQSECPPID,NE,100,104025671,2,103005671,1,8,3
105816634,20000915,,OQSECPPID,NW,200,104035671,3,103005671,1,8,3
105816633,20000915,,OQSECPPID,SW,400,104035671,3,103005671,1,8,3
105816635,20000915,,OQSECPPID,NE,100,104035671,3,103005671,1,8,3
105816632,20000915,,OQSECPPID,SE,300,104035671,3,103005671,1,8,3
105816636,20000915,,OQSECPPID,SE,300,104045671,4,103005671,1,8,3
105816639,20000915,,OQSECPPID,NE,100,104045671,4,103005671,1,8,3
105816638,20000915,,OQSECPPID,NW,200,104045671,4,103005671,1,8,3
105816637,20000915,,OQSECPPID,SW,400,104045671,4,103005671,1,8,3
105816926,20000916,,OQSECPPID,NW,200,104045673,4,103005673,3,8,3
105816924,20000916,,OQSECPPID,SE,300,104045673,4,103005673,3,8,3
105816925,20000916,,OQSECPPID,SW,400,104045673,4,103005673,3,8,3
105816927,20000916,,OQSECPPID,NE,100,104045673,4,103005673,3,8,3
105816951,20000916,,OQSECPPID,NE,100,104105673,10,103005673,3,8,3
105816948,20000916,,OQSECPPID,SE,300,104105673,10,103005673,3,8,3
105816949,20000916,,OQSECPPID,SW,400,104105673,10,103005673,3,8,3
105816950,20000916,,OQSECPPID,NW,200,104105673,10,103005673,3,8,3
105816947,20000916,,OQSECPPID,NE,100,104095673,9,103005673,3,8,3
105816945,20000916,,OQSECPPID,SW,400,104095673,9,103005673,3,8,3
105816946,20000916,,OQSECPPID,NW,200,104095673,9,103005673,3,8,3
105816944,20000916,,OQSECPPID,SE,300,104095673,9,103005673,3,8,3
105816971,20000916,,OQSECPPID,NE,100,104155673,15,103005673,3,8,3
105816969,20000916,,OQSECPPID,SW,400,104155673,15,103005673,3,8,3
105816968,20000916,,OQSECPPID,SE,300,104155673,15,103005673,3,8,3
105816970,20000916,,OQSECPPID,NW,200,104155673,15,103005673,3,8,3
105816972,20000916,,OQSECPPID,SE,300,104165673,16,103005673,3,8,3
105816975,20000916,,OQSECPPID,NE,100,104165673,16,103005673,3,8,3
105816974,20000916,,OQSECPPID,NW,200,104165673,16,103005673,3,8,3
105816973,20000916,,OQSECPPID,SW,400,104165673,16,103005673,3,8,3
105816996,20000916,,OQSECPPID,SE,300,104225673,22,103005673,3,8,3
105816999,20000916,,OQSECPPID,NE,100,104225673,22,103005673,3,8,3
105816997,20000916,,OQSECPPID,SW,400,104225673,22,103005673,3,8,3
105816998,20000916,,OQSECPPID,NW,200,104225673,22,103005673,3,8,3
105816992,20000916,,OQSECPPID,SE,300,104215673,21,103005673,3,8,3
105816995,20000916,,OQSECPPID,NE,100,104215673,21,103005673,3,8,3
105816993,20000916,,OQSECPPID,SW,400,104215673,21,103005673,3,8,3
105816994,20000916,,OQSECPPID,NW,200,104215673,21,103005673,3,8,3
105817020,20000916,,OQSECPPID,SE,300,104285673,28,103005673,3,8,3
105817022,20000916,,OQSECPPID,NW,200,104285673,28,103005673,3,8,3
105817021,20000916,,OQSECPPID,SW,400,104285673,28,103005673,3,8,3
105817023,20000916,,OQSECPPID,NE,100,104285673,28,103005673,3,8,3
105817043,20000916,,OQSECPPID,NE,100,104335673,33,103005673,3,8,3
105817042,20000916,,OQSECPPID,NW,200,104335673,33,103005673,3,8,3
105817040,20000916,,OQSECPPID,SE,300,104335673,33,103005673,3,8,3
105817041,20000916,,OQSECPPID,SW,400,104335673,33,103005673,3,8,3
105816774,20000916,,OQSECPPID,NW,200,104025672,2,103005672,2,8,3
105816772,20000916,,OQSECPPID,SE,300,104025672,2,103005672,2,8,3
105816775,20000916,,OQSECPPID,NE,100,104025672,2,103005672,2,8,3
105816773,20000916,,OQSECPPID,SW,400,104025672,2,103005672,2,8,3
105816776,20000916,,OQSECPPID,SE,300,104035672,3,103005672,2,8,3
105816779,20000916,,OQSECPPID,NE,100,104035672,3,103005672,2,8,3
105816777,20000916,,OQSECPPID,SW,400,104035672,3,103005672,2,8,3
105816778,20000916,,OQSECPPID,NW,200,104035672,3,103005672,2,8,3
105816781,20000916,,OQSECPPID,SW,400,104045672,4,103005672,2,8,3
105816782,20000916,,OQSECPPID,NW,200,104045672,4,103005672,2,8,3
105816780,20000916,,OQSECPPID,SE,300,104045672,4,103005672,2,8,3
105816783,20000916,,OQSECPPID,NE,100,104045672,4,103005672,2,8,3
105816786,20000916,,OQSECPPID,NW,200,104055672,5,103005672,2,8,3
105816784,20000916,,OQSECPPID,SE,300,104055672,5,103005672,2,8,3
105816785,20000916,,OQSECPPID,SW,400,104055672,5,103005672,2,8,3
105816787,20000916,,OQSECPPID,NE,100,104055672,5,103005672,2,8,3
105816809,20000916,,OQSECPPID,SW,400,104115672,11,103005672,2,8,3
105816810,20000916,,OQSECPPID,NW,200,104115672,11,103005672,2,8,3
105816808,20000916,,OQSECPPID,SE,300,104115672,11,103005672,2,8,3
105816811,20000916,,OQSECPPID,NE,100,104115672,11,103005672,2,8,3
105816804,20000916,,OQSECPPID,SE,300,104105672,10,103005672,2,8,3
105816807,20000916,,OQSECPPID,NE,100,104105672,10,103005672,2,8,3
105816806,20000916,,OQSECPPID,NW,200,104105672,10,103005672,2,8,3
105816805,20000916,,OQSECPPID,SW,400,104105672,10,103005672,2,8,3
105816800,20000916,,OQSECPPID,SE,300,104095672,9,103005672,2,8,3
105816802,20000916,,OQSECPPID,NW,200,104095672,9,103005672,2,8,3
105816803,20000916,,OQSECPPID,NE,100,104095672,9,103005672,2,8,3
105816801,20000916,,OQSECPPID,SW,400,104095672,9,103005672,2,8,3
105816797,20000916,,OQSECPPID,SW,400,104085672,8,103005672,2,8,3
105816799,20000916,,OQSECPPID,NE,100,104085672,8,103005672,2,8,3
105816796,20000916,,OQSECPPID,SE,300,104085672,8,103005672,2,8,3
105816798,20000916,,OQSECPPID,NW,200,104085672,8,103005672,2,8,3
105816821,20000916,,OQSECPPID,SW,400,104145672,14,103005672,2,8,3
105816823,20000916,,OQSECPPID,NE,100,104145672,14,103005672,2,8,3
105816822,20000916,,OQSECPPID,NW,200,104145672,14,103005672,2,8,3
105816820,20000916,,OQSECPPID,SE,300,104145672,14,103005672,2,8,3
105816827,20000916,,OQSECPPID,NE,100,104155672,15,103005672,2,8,3
105816825,20000916,,OQSECPPID,SW,400,104155672,15,103005672,2,8,3
105816824,20000916,,OQSECPPID,SE,300,104155672,15,103005672,2,8,3
105816826,20000916,,OQSECPPID,NW,200,104155672,15,103005672,2,8,3
105816829,20000916,,OQSECPPID,SW,400,104165672,16,103005672,2,8,3
105816830,20000916,,OQSECPPID,NW,200,104165672,16,103005672,2,8,3
105816828,20000916,,OQSECPPID,SE,300,104165672,16,103005672,2,8,3
105816831,20000916,,OQSECPPID,NE,100,104165672,16,103005672,2,8,3
105816832,20000916,,OQSECPPID,SE,300,104175672,17,103005672,2,8,3
105816833,20000916,,OQSECPPID,SW,400,104175672,17,103005672,2,8,3
105816835,20000916,,OQSECPPID,NE,100,104175672,17,103005672,2,8,3
105816834,20000916,,OQSECPPID,NW,200,104175672,17,103005672,2,8,3
105816856,20000916,,OQSECPPID,SE,300,104235672,23,103005672,2,8,3
105816858,20000916,,OQSECPPID,NW,200,104235672,23,103005672,2,8,3
105816857,20000916,,OQSECPPID,SW,400,104235672,23,103005672,2,8,3
105816859,20000916,,OQSECPPID,NE,100,104235672,23,103005672,2,8,3
105816853,20000916,,OQSECPPID,SW,400,104225672,22,103005672,2,8,3
105816854,20000916,,OQSECPPID,NW,200,104225672,22,103005672,2,8,3
105816855,20000916,,OQSECPPID,NE,100,104225672,22,103005672,2,8,3
105816852,20000916,,OQSECPPID,SE,300,104225672,22,103005672,2,8,3
105816850,20000916,,OQSECPPID,NW,200,104215672,21,103005672,2,8,3
105816851,20000916,,OQSECPPID,NE,100,104215672,21,103005672,2,8,3
105816848,20000916,,OQSECPPID,SE,300,104215672,21,103005672,2,8,3
105816849,20000916,,OQSECPPID,SW,400,104215672,21,103005672,2,8,3
105816847,20000916,,OQSECPPID,NE,100,104205672,20,103005672,2,8,3
105816844,20000916,,OQSECPPID,SE,300,104205672,20,103005672,2,8,3
105816845,20000916,,OQSECPPID,SW,400,104205672,20,103005672,2,8,3
105816846,20000916,,OQSECPPID,NW,200,104205672,20,103005672,2,8,3
105816870,20000916,,OQSECPPID,NW,200,104265672,26,103005672,2,8,3
105816868,20000916,,OQSECPPID,SE,300,104265672,26,103005672,2,8,3
105816871,20000916,,OQSECPPID,NE,100,104265672,26,103005672,2,8,3
105816869,20000916,,OQSECPPID,SW,400,104265672,26,103005672,2,8,3
105816874,20000916,,OQSECPPID,NW,200,104275672,27,103005672,2,8,3
105816875,20000916,,OQSECPPID,NE,100,104275672,27,103005672,2,8,3
105816872,20000916,,OQSECPPID,SE,300,104275672,27,103005672,2,8,3
105816873,20000916,,OQSECPPID,SW,400,104275672,27,103005672,2,8,3
105816877,20000916,,OQSECPPID,SW,400,104285672,28,103005672,2,8,3
105816879,20000916,,OQSECPPID,NE,100,104285672,28,103005672,2,8,3
105816878,20000916,,OQSECPPID,NW,200,104285672,28,103005672,2,8,3
105816876,20000916,,OQSECPPID,SE,300,104285672,28,103005672,2,8,3
105816883,20000916,,OQSECPPID,NE,100,104295672,29,103005672,2,8,3
105816880,20000916,,OQSECPPID,SE,300,104295672,29,103005672,2,8,3
105816882,20000916,,OQSECPPID,NW,200,104295672,29,103005672,2,8,3
105816881,20000916,,OQSECPPID,SW,400,104295672,29,103005672,2,8,3
105816904,20000916,,OQSECPPID,SE,300,104355672,35,103005672,2,8,3
105816907,20030731,,OQSECPPID,NE,100,104355672,35,103005672,2,8,3
105816906,20000916,,OQSECPPID,NW,200,104355672,35,103005672,2,8,3
105816905,20000916,,OQSECPPID,SW,400,104355672,35,103005672,2,8,3
105816900,20000916,,OQSECPPID,SE,300,104345672,34,103005672,2,8,3
105816902,20000916,,OQSECPPID,NW,200,104345672,34,103005672,2,8,3
105816903,20000916,,OQSECPPID,NE,100,104345672,34,103005672,2,8,3
105816901,20000916,,OQSECPPID,SW,400,104345672,34,103005672,2,8,3
105816899,20000916,,OQSECPPID,NE,100,104335672,33,103005672,2,8,3
105816896,20000916,,OQSECPPID,SE,300,104335672,33,103005672,2,8,3
105816898,20000916,,OQSECPPID,NW,200,104335672,33,103005672,2,8,3
105816897,20000916,,OQSECPPID,SW,400,104335672,33,103005672,2,8,3
105816894,20000916,,OQSECPPID,NW,200,104325672,32,103005672,2,8,3
105816893,20000916,,OQSECPPID,SW,400,104325672,32,103005672,2,8,3
105816895,20000916,,OQSECPPID,NE,100,104325672,32,103005672,2,8,3
105816892,20000916,,OQSECPPID,SE,300,104325672,32,103005672,2,8,3
105816626,20000915,,OQSECPPID,NW,200,104015671,1,103005671,1,8,3
105816625,20000915,,OQSECPPID,SW,400,104015671,1,103005671,1,8,3
105816627,20030313,,OQSECPPID,NE,100,104015671,1,103005671,1,8,3
105816624,20000915,,OQSECPPID,SE,300,104015671,1,103005671,1,8,3
105816671,20000915,,OQSECPPID,NE,100,104125671,12,103005671,1,8,3
105816669,20090916,,OQSECPPID,SW,400,104125671,12,103005671,1,8,3
105816670,20000915,,OQSECPPID,NW,200,104125671,12,103005671,1,8,3
105816668,20090916,,OQSECPPID,SE,300,104125671,12,103005671,1,8,3
105816664,20030313,,OQSECPPID,SE,300,104115671,11,103005671,1,8,3
105816665,20000915,,OQSECPPID,SW,400,104115671,11,103005671,1,8,3
105816666,20000915,,OQSECPPID,NW,200,104115671,11,103005671,1,8,3
105816667,20030313,,OQSECPPID,NE,100,104115671,11,103005671,1,8,3
105816663,20000915,,OQSECPPID,NE,100,104105671,10,103005671,1,8,3
105816662,20000915,,OQSECPPID,NW,200,104105671,10,103005671,1,8,3
105816661,20000915,,OQSECPPID,SW,400,104105671,10,103005671,1,8,3
105816660,20000915,,OQSECPPID,SE,300,104105671,10,103005671,1,8,3
105816657,20000915,,OQSECPPID,SW,400,104095671,9,103005671,1,8,3
105816658,20000915,,OQSECPPID,NW,200,104095671,9,103005671,1,8,3
105816656,20000915,,OQSECPPID,SE,300,104095671,9,103005671,1,8,3
105816659,20000915,,OQSECPPID,NE,100,104095671,9,103005671,1,8,3
105816673,20000915,,OQSECPPID,SW,400,104135671,13,103005671,1,8,3
105816675,20000915,,OQSECPPID,NE,100,104135671,13,103005671,1,8,3
105816672,20000915,,OQSECPPID,SE,300,104135671,13,103005671,1,8,3
105816674,20000915,,OQSECPPID,NW,200,104135671,13,103005671,1,8,3
105816679,20000915,,OQSECPPID,NE,100,104145671,14,103005671,1,8,3
105816676,20000915,,OQSECPPID,SE,300,104145671,14,103005671,1,8,3
105816677,20000915,,OQSECPPID,SW,400,104145671,14,103005671,1,8,3
105816678,20000915,,OQSECPPID,NW,200,104145671,14,103005671,1,8,3
105816680,20000915,,OQSECPPID,SE,300,104155671,15,103005671,1,8,3
105816683,20000915,,OQSECPPID,NE,100,104155671,15,103005671,1,8,3
105816681,20000915,,OQSECPPID,SW,400,104155671,15,103005671,1,8,3
105816682,20000915,,OQSECPPID,NW,200,104155671,15,103005671,1,8,3
105816685,20000915,,OQSECPPID,SW,400,104165671,16,103005671,1,8,3
105816686,20000915,,OQSECPPID,NW,200,104165671,16,103005671,1,8,3
105816684,20000915,,OQSECPPID,SE,300,104165671,16,103005671,1,8,3
105816687,20000915,,OQSECPPID,NE,100,104165671,16,103005671,1,8,3
105816716,20000915,,OQSECPPID,SE,300,104245671,24,103005671,1,8,3
105816718,20000915,,OQSECPPID,NW,200,104245671,24,103005671,1,8,3
105816717,20000915,,OQSECPPID,SW,400,104245671,24,103005671,1,8,3
105816719,20000915,,OQSECPPID,NE,100,104245671,24,103005671,1,8,3
105816714,20000915,,OQSECPPID,NW,200,104235671,23,103005671,1,8,3
105816713,20000915,,OQSECPPID,SW,400,104235671,23,103005671,1,8,3
105816712,20000915,,OQSECPPID,SE,300,104235671,23,103005671,1,8,3
105816715,20000915,,OQSECPPID,NE,100,104235671,23,103005671,1,8,3
105816711,20000915,,OQSECPPID,NE,100,104225671,22,103005671,1,8,3
105816708,20000915,,OQSECPPID,SE,300,104225671,22,103005671,1,8,3
