PPID,EFFDT,EXPDT,FEATURECD,QSECT,CONV,PSECTPPID,PSECT,PTWPPPID,PTWP,PRGE,PMER
105059130,20000701,,OQSECPPID,NW,200,104230410,23,103000410,5,33,1
105059131,20000701,,OQSECPPID,NE,100,104230410,23,103000410,5,33,1
105078584,20000713,,OQSECPPID,SE,300,104270545,27,103000545,5,34,1
105078585,20000713,,OQSECPPID,SW,400,104270545,27,103000545,5,34,1
105078586,20000713,,OQSECPPID,NW,200,104270545,27,103000545,5,34,1
105078587,20000713,,OQSECPPID,NE,100,104270545,27,103000545,5,34,1
105078588,20000713,,OQSECPPID,SE,300,104280545,28,103000545,5,34,1
105078591,20000713,,OQSECPPID,NE,100,104280545,28,103000545,5,34,1
105078560,20000713,,OQSECPPID,SE,300,104210545,21,103000545,5,34,1
105078563,20020731,,OQSECPPID,NE,100,104210545,21,103000545,5,34,1
105098015,20151103,,OQSECPPID,NE,100,104240680,24,103000680,5,1,2
105078566,20000713,,OQSECPPID,NW,200,104220545,22,103000545,5,34,1
105078565,20000713,,OQSECPPID,SW,400,104220545,22,103000545,5,34,1
105078564,20000713,,OQSECPPID,SE,300,104220545,22,103000545,5,34,1
105078567,20000713,,OQSECPPID,NE,100,104220545,22,103000545,5,34,1
105078538,20000713,,OQSECPPID,NW,200,104150545,15,103000545,5,34,1
105078536,20000713,,OQSECPPID,SE,300,104150545,15,103000545,5,34,1
105078539,20000713,,OQSECPPID,NE,100,104150545,15,103000545,5,34,1
105078537,20000713,,OQSECPPID,SW,400,104150545,15,103000545,5,34,1
105078543,20000713,,OQSECPPID,NE,100,104160545,16,103000545,5,34,1
105078540,20000713,,OQSECPPID,SE,300,104160545,16,103000545,5,34,1
105078517,20000713,,OQSECPPID,SW,400,104100545,10,103000545,5,34,1
105078518,20000713,,OQSECPPID,NW,200,104100545,10,103000545,5,34,1
105078516,20000713,,OQSECPPID,SE,300,104100545,10,103000545,5,34,1
105078519,20000713,,OQSECPPID,NE,100,104100545,10,103000545,5,34,1
105078512,20000713,,OQSECPPID,SE,300,104090545,9,103000545,5,34,1
105078515,20000713,,OQSECPPID,NE,100,104090545,9,103000545,5,34,1
105098208,20000617,,OQSECPPID,SE,300,104010682,1,103000682,7,1,2
105039608,20000629,,OQSECPPID,SE,300,104030275,3,103000275,5,32,1
105039611,20000629,,OQSECPPID,NE,100,104030275,3,103000275,5,32,1
105039610,20000629,,OQSECPPID,NW,200,104030275,3,103000275,5,32,1
105039609,20000629,,OQSECPPID,SW,400,104030275,3,103000275,5,32,1
105039615,20000629,,OQSECPPID,NE,100,104040275,4,103000275,5,32,1
105039613,20000629,,OQSECPPID,SW,400,104040275,4,103000275,5,32,1
105039612,20000629,,OQSECPPID,SE,300,104040275,4,103000275,5,32,1
105039614,20000629,,OQSECPPID,NW,200,104040275,4,103000275,5,32,1
105039589,20000629,,OQSECPPID,SW,400,104340274,34,103000274,4,32,1
105039588,20000629,,OQSECPPID,SE,300,104340274,34,103000274,4,32,1
105039591,20000629,,OQSECPPID,NE,100,104340274,34,103000274,4,32,1
105039590,20000629,,OQSECPPID,NW,200,104340274,34,103000274,4,32,1
105039584,20000629,,OQSECPPID,SE,300,104330274,33,103000274,4,32,1
105039587,20000629,,OQSECPPID,NE,100,104330274,33,103000274,4,32,1
105039585,20000629,,OQSECPPID,SW,400,104330274,33,103000274,4,32,1
105039586,20000629,,OQSECPPID,NW,200,104330274,33,103000274,4,32,1
105039509,20000629,,OQSECPPID,SW,400,104140274,14,103000274,4,32,1
105039510,20000629,,OQSECPPID,NW,200,104140274,14,103000274,4,32,1
105039511,20180810,,OQSECPPID,NE,100,104140274,14,103000274,4,32,1
105039508,20000629,,OQSECPPID,SE,300,104140274,14,103000274,4,32,1
105098064,20190819,,OQSECPPID,SE,300,104010681,1,103000681,6,1,2
105059180,20191022,,OQSECPPID,SE,300,104360410,36,103000410,5,33,1
105059182,20000701,,OQSECPPID,NW,200,104360410,36,103000410,5,33,1
105059183,20000701,,OQSECPPID,NE,100,104360410,36,103000410,5,33,1
105059181,20000701,,OQSECPPID,SW,400,104360410,36,103000410,5,33,1
105039797,20000629,,OQSECPPID,SW,400,104140276,14,103000276,6,32,1
105039798,20000629,,OQSECPPID,NW,200,104140276,14,103000276,6,32,1
105039799,20191114,,OQSECPPID,NE,100,104140276,14,103000276,6,32,1
105039796,20191114,,OQSECPPID,SE,300,104140276,14,103000276,6,32,1
105097779,20020604,,OQSECPPID,NE,100,104010679,1,103000679,4,1,2
105097776,20200422,,OQSECPPID,SE,300,104010679,1,103000679,4,1,2
105039877,20201230,,OQSECPPID,SW,400,104340276,34,103000276,6,32,1
105039876,20201230,,OQSECPPID,SE,300,104340276,34,103000276,6,32,1
105039879,20000629,,OQSECPPID,NE,100,104340276,34,103000276,6,32,1
105039878,20000629,,OQSECPPID,NW,200,104340276,34,103000276,6,32,1
105039716,20210219,,OQSECPPID,SE,300,104300275,30,103000275,5,32,1
105039718,20000629,,OQSECPPID,NW,200,104300275,30,103000275,5,32,1
105039717,20210219,,OQSECPPID,SW,400,104300275,30,103000275,5,32,1
105039719,20000629,,OQSECPPID,NE,100,104300275,30,103000275,5,32,1
105059071,20210809,,OQSECPPID,NE,100,104080410,8,103000410,5,33,1
105059070,20000701,,OQSECPPID,NW,200,104080410,8,103000410,5,33,1
105059069,20000701,,OQSECPPID,SW,400,104080410,8,103000410,5,33,1
105059068,20000701,,OQSECPPID,SE,300,104080410,8,103000410,5,33,1
105059312,20000701,,OQSECPPID,SE,300,104330411,33,103000411,6,33,1
105059314,20211112,,OQSECPPID,NW,200,104330411,33,103000411,6,33,1
105059313,20000701,,OQSECPPID,SW,400,104330411,33,103000411,6,33,1
105059315,20000701,,OQSECPPID,NE,100,104330411,33,103000411,6,33,1
105059172,20000701,,OQSECPPID,SE,300,104340410,34,103000410,5,33,1
105059175,20000701,,OQSECPPID,NE,100,104340410,34,103000410,5,33,1
105059174,20220927,,OQSECPPID,NW,200,104340410,34,103000410,5,33,1
105059173,20000701,,OQSECPPID,SW,400,104340410,34,103000410,5,33,1
105059220,20230106,,OQSECPPID,SE,300,104100411,10,103000411,6,33,1
105059222,20000701,,OQSECPPID,NW,200,104100411,10,103000411,6,33,1
105059221,20000701,,OQSECPPID,SW,400,104100411,10,103000411,6,33,1
105059223,20000701,,OQSECPPID,NE,100,104100411,10,103000411,6,33,1
